fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,3,3,3,84.24,0.72222,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,4,3,3,112.32,0.96296,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,5,3,3,140.4,1.2037,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,6,3,3,168.48,1.44444,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,5,5,3,234,0.72222,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,6,5,3,280.8,0.86667,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,2,2,3,46.8,0.57778,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,3,2,3,40.56,1.5,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,4,2,3,54.08,2,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,5,2,3,67.6,2.5,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,6,2,3,81.12,3,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,3,3,3,60.84,1,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,4,3,3,81.12,1.33333,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,5,3,3,101.4,1.66667,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,6,3,3,121.68,2,0.0114919
20,415,0.07475,0.0729,5,5,3,169,1,0.0114919
20,415,0.07475,0.0729,5,5,3,169,1,0.0114919
20,415,0.07475,0.0729,5,5,3,169,1,0.0114919
20,415,0.07475,0.0729,5,5,3,169,1,0.0114919
20,415,0.07475,0.0729,5,5,3,169,1,0.0114919
20,415,0.07475,0.0729,5,5,3,169,1,0.0114919
